Brain Region,ENSG,logFC,AveExpr,p-value,Gene Name,Biotype,Description
Anterior Insula,ENSG00000258789,0.536708239,-0.439472735,0.022115677,RP11-507K2.3,antisense,
Anterior Insula,ENSG00000185681,0.532647619,-0.223227631,0.0294886,MORN5,protein_coding,MORN repeat containing 5 [Source:HGNC Symbol;Acc:17841]
Anterior Insula,ENSG00000066735,0.53154065,0.008622641,0.04420502,KIF26A,protein_coding,kinesin family member 26A [Source:HGNC Symbol;Acc:20226]
Anterior Insula,ENSG00000244879,0.529911239,4.184561188,0.009517785,GABPB1-AS1,processed_transcript,GABPB1 antisense RNA 1 [Source:HGNC Symbol;Acc:44157]
Anterior Insula,ENSG00000133063,0.522250495,-0.729549663,0.038380092,CHIT1,protein_coding,chitinase 1 (chitotriosidase) [Source:HGNC Symbol;Acc:1936]
Anterior Insula,ENSG00000227848,0.522006648,-0.870691241,0.035361537,SUCLA2-AS1,antisense,SUCLA2 antisense RNA 1 [Source:HGNC Symbol;Acc:39965]
Anterior Insula,ENSG00000184619,0.518314866,-0.087859422,0.012463567,KRBA2,protein_coding,KRAB-A domain containing 2 [Source:HGNC Symbol;Acc:26989]
Anterior Insula,ENSG00000175567,0.510442479,-0.156096529,0.04500978,UCP2,protein_coding,"uncoupling protein 2 (mitochondrial, proton carrier) [Source:HGNC Symbol;Acc:12518]"
Anterior Insula,ENSG00000213397,0.510195991,0.607452932,0.008026167,HAUS7,protein_coding,"HAUS augmin-like complex, subunit 7 [Source:HGNC Symbol;Acc:32979]"
Anterior Insula,ENSG00000180425,0.509109974,1.153615517,0.005112509,C11orf71,protein_coding,chromosome 11 open reading frame 71 [Source:HGNC Symbol;Acc:25937]
Anterior Insula,ENSG00000185347,0.504698412,0.360950977,0.015452543,C14orf80,protein_coding,chromosome 14 open reading frame 80 [Source:HGNC Symbol;Acc:20127]
Anterior Insula,ENSG00000266947,0.503773434,-0.541352408,0.042512455,RP11-799D4.4,antisense,
Anterior Insula,ENSG00000260708,0.499614515,0.676478329,0.017551744,CTA-29F11.1,antisense,
Anterior Insula,ENSG00000232940,0.499105817,-0.115929509,0.028348734,HCG25,antisense,HLA complex group 25 (non-protein coding) [Source:HGNC Symbol;Acc:20196]
Anterior Insula,ENSG00000257057,0.496312811,-0.018386195,0.023594134,LINC01171,lincRNA,long intergenic non-protein coding RNA 1171 [Source:HGNC Symbol;Acc:49544]
Anterior Insula,ENSG00000248367,0.495338557,-0.027239002,0.016112751,CTB-129O4.1,antisense,
Anterior Insula,ENSG00000023892,0.495232676,1.046167531,0.016810057,DEF6,protein_coding,differentially expressed in FDCP 6 homolog (mouse) [Source:HGNC Symbol;Acc:2760]
Anterior Insula,ENSG00000173261,0.495211537,-0.290201136,0.026417563,PLAC8L1,protein_coding,PLAC8-like 1 [Source:HGNC Symbol;Acc:31746]
Anterior Insula,ENSG00000258072,0.494351266,0.31365654,0.029278271,RP11-554D14.2,pseudogene,
Anterior Insula,ENSG00000178125,0.491405092,-0.449209562,0.027002999,PPP1R42,protein_coding,"protein phosphatase 1, regulatory subunit 42 [Source:HGNC Symbol;Acc:33732]"
Anterior Insula,ENSG00000232479,0.491340417,-0.061671466,0.022772932,AC010900.2,pseudogene,
Anterior Insula,ENSG00000148600,0.487391032,4.128606149,0.021426702,CDHR1,protein_coding,cadherin-related family member 1 [Source:HGNC Symbol;Acc:14550]
Anterior Insula,ENSG00000166292,0.486636391,1.799239534,0.037148858,TMEM100,protein_coding,transmembrane protein 100 [Source:HGNC Symbol;Acc:25607]
Anterior Insula,ENSG00000162814,0.481502558,1.48837203,0.003645081,SPATA17,protein_coding,spermatogenesis associated 17 [Source:HGNC Symbol;Acc:25184]
Anterior Insula,ENSG00000256637,0.478161589,0.043409488,0.031623838,RP11-76I14.1,lincRNA,
Anterior Insula,ENSG00000230725,0.473349407,0.402171043,0.010910141,RP4-738P15.1,lincRNA,
Anterior Insula,ENSG00000227627,0.466440843,0.090147963,0.048954228,RP1-101K10.6,antisense,
Anterior Insula,ENSG00000231028,0.464395373,0.813356857,0.016753005,LINC00271,lincRNA,long intergenic non-protein coding RNA 271 [Source:HGNC Symbol;Acc:32526]
Anterior Insula,ENSG00000264589,0.460300392,0.234889901,0.031409939,MAPT-AS1,antisense,MAPT antisense RNA 1 [Source:HGNC Symbol;Acc:43738]
Anterior Insula,ENSG00000247373,0.457771559,0.014635507,0.045130151,RP11-486O12.2,lincRNA,
Anterior Insula,ENSG00000132026,0.457228629,0.837570864,0.008531561,RTBDN,protein_coding,retbindin [Source:HGNC Symbol;Acc:30310]
Anterior Insula,ENSG00000215199,0.4525994,-0.446223776,0.032181486,YWHAZP6,pseudogene,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta pseudogene 6 [Source:HGNC Symbol;Acc:30849]"
Anterior Insula,ENSG00000204366,0.451164059,0.00553114,0.047108871,ZBTB12,protein_coding,zinc finger and BTB domain containing 12 [Source:HGNC Symbol;Acc:19066]
Anterior Insula,ENSG00000226519,0.450696844,1.029320367,0.045441803,LINC00390,lincRNA,long intergenic non-protein coding RNA 390 [Source:HGNC Symbol;Acc:42718]
Anterior Insula,ENSG00000214756,0.45045627,0.479805201,0.022122213,METTL12,protein_coding,methyltransferase like 12 [Source:HGNC Symbol;Acc:33113]
Anterior Insula,ENSG00000136155,0.448538187,-0.892350855,0.048945805,SCEL,protein_coding,sciellin [Source:HGNC Symbol;Acc:10573]
Anterior Insula,ENSG00000241563,0.448171722,0.538382246,0.032532488,CORT,protein_coding,cortistatin [Source:HGNC Symbol;Acc:2257]
Anterior Insula,ENSG00000151164,0.443834441,0.078749923,0.032250145,RAD9B,protein_coding,RAD9 homolog B (S. pombe) [Source:HGNC Symbol;Acc:21700]
Anterior Insula,ENSG00000248927,0.442532622,1.276575044,0.004120003,CTD-2334D19.1,lincRNA,
Anterior Insula,ENSG00000257913,0.441674766,0.125412068,0.033324993,RP11-386G11.5,antisense,
Anterior Insula,ENSG00000179743,0.437237133,1.982766253,0.000402549,RP11-169K16.9,antisense,
Anterior Insula,ENSG00000251364,0.436874642,0.324094408,0.02119942,CTD-2516F10.2,antisense,
Anterior Insula,ENSG00000184584,0.429642927,0.92124374,0.019879706,TMEM173,protein_coding,transmembrane protein 173 [Source:HGNC Symbol;Acc:27962]
Anterior Insula,ENSG00000177994,0.428001486,0.348437462,0.038883995,C2orf73,protein_coding,chromosome 2 open reading frame 73 [Source:HGNC Symbol;Acc:26861]
Anterior Insula,ENSG00000267365,0.423964443,0.613985418,0.017396491,KCNJ2-AS1,antisense,KCNJ2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:43720]
Anterior Insula,ENSG00000247728,0.423275808,0.570553585,0.019396936,RP11-932O9.7,antisense,
Anterior Insula,ENSG00000261478,0.423254321,0.831504709,0.029414105,RP11-429B14.4,lincRNA,
Anterior Insula,ENSG00000256073,0.422041935,0.569800729,0.031044791,C21orf119,protein_coding,chromosome 21 open reading frame 119 [Source:HGNC Symbol;Acc:23128]
Anterior Insula,ENSG00000173281,0.418844842,1.28056952,0.033850777,PPP1R3B,protein_coding,"protein phosphatase 1, regulatory subunit 3B [Source:HGNC Symbol;Acc:14942]"
Anterior Insula,ENSG00000183856,0.417167344,0.380709376,0.04017322,IQGAP3,protein_coding,IQ motif containing GTPase activating protein 3 [Source:HGNC Symbol;Acc:20669]
Anterior Insula,ENSG00000260329,0.417094046,0.811360013,0.011241849,RP11-412D9.4,antisense,
Anterior Insula,ENSG00000204802,0.415129854,0.551940276,0.027317389,RP11-111F5.4,lincRNA,
Anterior Insula,ENSG00000242612,0.411559315,1.055316486,0.002022588,DECR2,protein_coding,"2,4-dienoyl CoA reductase 2, peroxisomal [Source:HGNC Symbol;Acc:2754]"
Anterior Insula,ENSG00000061455,0.411251466,0.437755444,0.009504113,PRDM6,protein_coding,PR domain containing 6 [Source:HGNC Symbol;Acc:9350]
Anterior Insula,ENSG00000133466,0.410184269,1.737834801,0.020166081,C1QTNF6,protein_coding,C1q and tumor necrosis factor related protein 6 [Source:HGNC Symbol;Acc:14343]
Anterior Insula,ENSG00000261485,0.409775139,0.9558798,0.039724421,PAN3-AS1,antisense,PAN3 antisense RNA 1 [Source:HGNC Symbol;Acc:39932]
Anterior Insula,ENSG00000238057,0.409541221,1.392793578,0.022455747,ZEB2-AS1,antisense,ZEB2 antisense RNA 1 [Source:HGNC Symbol;Acc:37149]
Anterior Insula,ENSG00000215447,0.40908887,4.768377402,0.023626834,BX322557.10,processed_transcript,
Anterior Insula,ENSG00000101680,0.404852049,3.981141219,0.045588584,LAMA1,protein_coding,"laminin, alpha 1 [Source:HGNC Symbol;Acc:6481]"
Anterior Insula,ENSG00000270177,0.403872463,0.381506632,0.022151704,CTD-2410N18.3,lincRNA,
Anterior Insula,ENSG00000173207,0.403749813,0.207851284,0.032683232,CKS1B,protein_coding,CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:19083]
Anterior Insula,ENSG00000251669,0.402343165,0.43308267,0.024697606,FAM86EP,pseudogene,"family with sequence similarity 86, member E, pseudogene [Source:HGNC Symbol;Acc:28017]"
Anterior Insula,ENSG00000272444,0.401104321,0.581159113,0.029407701,RP11-1017G21.6,lincRNA,
Anterior Insula,ENSG00000232977,0.39870459,0.827903684,0.025018933,LINC00327,lincRNA,long intergenic non-protein coding RNA 327 [Source:HGNC Symbol;Acc:42009]
Anterior Insula,ENSG00000204745,0.398325241,0.38898068,0.02443723,AC083899.3,pseudogene,
Anterior Insula,ENSG00000162997,0.398157273,0.868145921,0.039690126,PRORSD1P,pseudogene,"prolyl-tRNA synthetase associated domain containing 1, pseudogene [Source:HGNC Symbol;Acc:34379]"
Anterior Insula,ENSG00000271452,0.39707401,1.532832697,0.008366476,RP11-342K6.2,sense_intronic,
Anterior Insula,ENSG00000010282,0.39507434,3.042109594,0.017366913,HHATL,protein_coding,hedgehog acyltransferase-like [Source:HGNC Symbol;Acc:13242]
Anterior Insula,ENSG00000189171,0.393934541,3.579017901,0.030212655,S100A13,protein_coding,S100 calcium binding protein A13 [Source:HGNC Symbol;Acc:10490]
Anterior Insula,ENSG00000214198,0.390990338,1.099018193,0.01480041,RP11-642P15.1,pseudogene,
Anterior Insula,ENSG00000185614,0.39090711,0.472768708,0.03986514,FAM212A,protein_coding,"family with sequence similarity 212, member A [Source:HGNC Symbol;Acc:32480]"
Anterior Insula,ENSG00000099290,0.39042526,2.913790722,0.043452473,FAM21A,protein_coding,"family with sequence similarity 21, member A [Source:HGNC Symbol;Acc:23416]"
Anterior Insula,ENSG00000273045,0.39010516,1.414474087,0.003545096,C2ORF15,protein_coding,Uncharacterized protein C2orf15  [Source:UniProtKB/Swiss-Prot;Acc:Q8WU43]
Anterior Insula,ENSG00000243406,0.389403561,1.103365689,0.030495826,MRPS31P5,pseudogene,mitochondrial ribosomal protein S31 pseudogene 5 [Source:HGNC Symbol;Acc:39253]
Anterior Insula,ENSG00000237248,0.385433616,1.959306744,0.011573505,LINC00987,lincRNA,long intergenic non-protein coding RNA 987 [Source:HGNC Symbol;Acc:48911]
Anterior Insula,ENSG00000149531,0.385279314,4.222581024,0.04948739,FRG1B,protein_coding,"FSHD region gene 1 family, member B [Source:HGNC Symbol;Acc:15792]"
Anterior Insula,ENSG00000223745,0.38524082,4.511185199,0.008681898,RP4-717I23.3,processed_transcript,
Anterior Insula,ENSG00000212670,0.381039181,1.290072193,0.014156341,AL161915.1,protein_coding,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E7EM73]
Anterior Insula,ENSG00000251992,0.380696297,2.555242104,0.013162804,SCARNA17,snoRNA,small Cajal body-specific RNA 17 [Source:HGNC Symbol;Acc:32574]
Anterior Insula,ENSG00000197568,0.378985074,0.790433335,0.049561765,HHLA3,protein_coding,HERV-H LTR-associating 3 [Source:HGNC Symbol;Acc:4906]
Anterior Insula,ENSG00000185933,0.376735248,1.600858798,0.025482824,CALHM1,protein_coding,calcium homeostasis modulator 1 [Source:HGNC Symbol;Acc:23494]
Anterior Insula,ENSG00000127311,0.376074431,2.401517402,0.037712066,HELB,protein_coding,helicase (DNA) B [Source:HGNC Symbol;Acc:17196]
Anterior Insula,ENSG00000268129,0.37513134,-0.088269638,0.029171013,RP11-91G21.1,lincRNA,
Anterior Insula,ENSG00000247828,0.371601652,6.125554003,0.00098031,TMEM161B-AS1,antisense,TMEM161B antisense RNA 1 [Source:HGNC Symbol;Acc:43839]
Anterior Insula,ENSG00000163071,0.37061059,1.579628907,0.026912109,SPATA18,protein_coding,spermatogenesis associated 18 [Source:HGNC Symbol;Acc:29579]
Anterior Insula,ENSG00000206503,0.370179996,4.945345407,0.01114584,HLA-A,protein_coding,"major histocompatibility complex, class I, A [Source:HGNC Symbol;Acc:4931]"
Anterior Insula,ENSG00000268516,0.369035608,2.017834773,0.007119465,CTD-3138B18.5,antisense,
Anterior Insula,ENSG00000177465,0.368421746,1.145179131,0.043728228,ACOT4,protein_coding,acyl-CoA thioesterase 4 [Source:HGNC Symbol;Acc:19748]
Anterior Insula,ENSG00000204954,0.368306538,2.003670751,0.008891361,C12orf73,protein_coding,chromosome 12 open reading frame 73 [Source:HGNC Symbol;Acc:34450]
Anterior Insula,ENSG00000254893,0.365706132,0.431854252,0.042618906,RP11-466P24.2,pseudogene,
Anterior Insula,ENSG00000272365,0.365526373,0.754549705,0.029925823,RP11-389C8.3,lincRNA,
Anterior Insula,ENSG00000264207,0.365392653,1.019552646,0.039961652,RP11-196G18.23,antisense,
Anterior Insula,ENSG00000087076,0.364346786,1.811461085,0.010756837,HSD17B14,protein_coding,hydroxysteroid (17-beta) dehydrogenase 14 [Source:HGNC Symbol;Acc:23238]
Anterior Insula,ENSG00000221944,0.363237054,3.114099015,0.001305933,TIGD1,protein_coding,tigger transposable element derived 1 [Source:HGNC Symbol;Acc:14523]
Anterior Insula,ENSG00000196951,0.360705848,0.520392626,0.046114926,RP11-425I13.3,antisense,
Anterior Insula,ENSG00000235618,0.36039062,-0.014341136,0.033072581,RP11-324H6.5,pseudogene,
Anterior Insula,ENSG00000198960,0.355458949,2.365116157,0.002765434,ARMCX6,protein_coding,"armadillo repeat containing, X-linked 6 [Source:HGNC Symbol;Acc:26094]"
Anterior Insula,ENSG00000123453,0.354961236,0.489671507,0.040262249,SARDH,protein_coding,sarcosine dehydrogenase [Source:HGNC Symbol;Acc:10536]
Anterior Insula,ENSG00000082196,0.354602904,2.507501294,0.031193156,C1QTNF3,protein_coding,C1q and tumor necrosis factor related protein 3 [Source:HGNC Symbol;Acc:14326]
Anterior Insula,ENSG00000106100,0.350889903,1.981717791,0.023697825,NOD1,protein_coding,nucleotide-binding oligomerization domain containing 1 [Source:HGNC Symbol;Acc:16390]
Anterior Insula,ENSG00000249188,0.350173966,0.005070298,0.03751964,ENPP7P1,pseudogene,ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 1 [Source:HGNC Symbol;Acc:48699]
Anterior Insula,ENSG00000165175,0.350023692,4.440712511,0.003864825,MID1IP1,protein_coding,MID1 interacting protein 1 [Source:HGNC Symbol;Acc:20715]
Anterior Insula,ENSG00000257735,0.349013242,0.808666278,0.04471249,RP11-370I10.6,antisense,
Anterior Insula,ENSG00000186340,0.335507985,4.459696486,0.034410121,THBS2,protein_coding,thrombospondin 2 [Source:HGNC Symbol;Acc:11786]
Anterior Insula,ENSG00000271971,0.332862005,1.251147016,0.023437927,CTD-2006H14.2,antisense,
Anterior Insula,ENSG00000273148,0.332028905,1.189953718,0.043704038,RP5-1068E13.7,lincRNA,
Anterior Insula,ENSG00000270820,0.331984194,1.372465797,0.036772298,RP11-355B11.2,antisense,
Anterior Insula,ENSG00000099977,0.330785369,2.775525463,0.01616997,DDT,protein_coding,D-dopachrome tautomerase [Source:HGNC Symbol;Acc:2732]
Anterior Insula,ENSG00000169126,0.328127567,0.821645258,0.04286255,ARMC4,protein_coding,armadillo repeat containing 4 [Source:HGNC Symbol;Acc:25583]
Anterior Insula,ENSG00000258702,0.327913264,2.04274188,0.016828058,RP11-433J8.1,lincRNA,
Anterior Insula,ENSG00000185475,0.32769848,1.564603044,0.023557748,TMEM179B,protein_coding,transmembrane protein 179B [Source:HGNC Symbol;Acc:33744]
Anterior Insula,ENSG00000106733,0.327615561,4.19708567,0.039568136,NMRK1,protein_coding,nicotinamide riboside kinase 1 [Source:HGNC Symbol;Acc:26057]
Anterior Insula,ENSG00000246363,0.326549852,2.203932137,0.010622797,RP11-13A1.1,lincRNA,
Anterior Insula,ENSG00000258289,0.321559883,6.170378035,0.022655952,CHURC1,protein_coding,churchill domain containing 1 [Source:HGNC Symbol;Acc:20099]
Anterior Insula,ENSG00000062282,0.320981962,2.667783637,0.043522187,DGAT2,protein_coding,diacylglycerol O-acyltransferase 2 [Source:HGNC Symbol;Acc:16940]
Anterior Insula,ENSG00000165626,0.31704581,2.927387827,0.01297121,BEND7,protein_coding,BEN domain containing 7 [Source:HGNC Symbol;Acc:23514]
Anterior Insula,ENSG00000168884,0.314374867,1.825721866,0.036096062,TNIP2,protein_coding,TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:19118]
Anterior Insula,ENSG00000148290,0.313978846,1.978651226,0.034146689,SURF1,protein_coding,surfeit 1 [Source:HGNC Symbol;Acc:11474]
Anterior Insula,ENSG00000187630,0.311198424,1.319417212,0.038926719,DHRS4L2,protein_coding,dehydrogenase/reductase (SDR family) member 4 like 2 [Source:HGNC Symbol;Acc:19731]
Anterior Insula,ENSG00000164296,0.309879004,2.537208848,0.021507505,TIGD6,protein_coding,tigger transposable element derived 6 [Source:HGNC Symbol;Acc:18332]
Anterior Insula,ENSG00000010626,0.309519895,2.991041204,0.002268821,LRRC23,protein_coding,leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:19138]
Anterior Insula,ENSG00000111196,0.30921729,3.584032123,0.001357954,MAGOHB,protein_coding,mago-nashi homolog B (Drosophila) [Source:HGNC Symbol;Acc:25504]
Anterior Insula,ENSG00000141569,0.306117024,2.658309585,0.00341959,TRIM65,protein_coding,tripartite motif containing 65 [Source:HGNC Symbol;Acc:27316]
Anterior Insula,ENSG00000249898,0.303970948,1.479015749,0.030343996,CTD-2541M15.1,antisense,
Anterior Insula,ENSG00000068489,0.303795514,1.127938879,0.041473522,PRR11,protein_coding,proline rich 11 [Source:HGNC Symbol;Acc:25619]
Anterior Insula,ENSG00000172086,0.29941905,4.1029842,0.017055768,KRCC1,protein_coding,lysine-rich coiled-coil 1 [Source:HGNC Symbol;Acc:28039]
Anterior Insula,ENSG00000228824,0.298269805,4.315356555,0.006418006,MIR4500HG,lincRNA,MIR4500 host gene (non-protein coding) [Source:HGNC Symbol;Acc:42773]
Anterior Insula,ENSG00000189136,0.294369408,3.20401837,0.019886903,UBE2Q2P1,pseudogene,ubiquitin-conjugating enzyme E2Q family member 2 pseudogene 1 [Source:HGNC Symbol;Acc:37439]
Anterior Insula,ENSG00000116205,0.291541112,3.534558491,0.000681081,TCEANC2,protein_coding,transcription elongation factor A (SII) N-terminal and central domain containing 2 [Source:HGNC Symbol;Acc:26494]
Anterior Insula,ENSG00000170917,0.287257142,3.604132285,0.008649483,NUDT6,protein_coding,nudix (nucleoside diphosphate linked moiety X)-type motif 6 [Source:HGNC Symbol;Acc:8053]
Anterior Insula,ENSG00000168517,0.286573861,1.129378421,0.042975934,HEXIM2,protein_coding,hexamethylene bis-acetamide inducible 2 [Source:HGNC Symbol;Acc:28591]
Anterior Insula,ENSG00000145494,0.28540474,3.704642746,0.015764402,NDUFS6,protein_coding,"NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:7713]"
Anterior Insula,ENSG00000251369,0.279829141,3.709462165,0.002906723,ZNF550,protein_coding,zinc finger protein 550 [Source:HGNC Symbol;Acc:28643]
Anterior Insula,ENSG00000266904,0.279007777,2.059479296,0.047776269,LINC00663,lincRNA,long intergenic non-protein coding RNA 663 [Source:HGNC Symbol;Acc:28609]
Anterior Insula,ENSG00000244968,0.277978397,2.941486023,0.0178963,LIFR-AS1,antisense,LIFR antisense RNA 1 [Source:HGNC Symbol;Acc:43600]
Anterior Insula,ENSG00000215039,0.277815004,3.779244347,0.001944034,CD27-AS1,antisense,CD27 antisense RNA 1 [Source:HGNC Symbol;Acc:43896]
Anterior Insula,ENSG00000188026,0.276680299,4.298158687,0.002005572,RILPL1,protein_coding,Rab interacting lysosomal protein-like 1 [Source:HGNC Symbol;Acc:26814]
Anterior Insula,ENSG00000185437,0.276038073,3.427793838,0.001525045,SH3BGR,protein_coding,SH3 domain binding glutamic acid-rich protein [Source:HGNC Symbol;Acc:10822]
Anterior Insula,ENSG00000173209,0.274077898,5.63595429,0.039288179,AHSA2,protein_coding,"AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast) [Source:HGNC Symbol;Acc:20437]"
Anterior Insula,ENSG00000166347,0.2736935,3.583487162,0.016917408,CYB5A,protein_coding,cytochrome b5 type A (microsomal) [Source:HGNC Symbol;Acc:2570]
Anterior Insula,ENSG00000109861,0.273568331,3.339586683,0.048450035,CTSC,protein_coding,cathepsin C [Source:HGNC Symbol;Acc:2528]
Anterior Insula,ENSG00000121851,0.273095373,3.719426816,0.002424837,POLR3GL,protein_coding,polymerase (RNA) III (DNA directed) polypeptide G (32kD)-like [Source:HGNC Symbol;Acc:28466]
